id,coincide,created_at,busqueda_id,propiedad_id,metadata,last_seen_at,seen_count
1566,True,2025-09-26 14:26:48.533136+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,567,{},2025-09-26 14:26:48.533136+00:00,0
1567,True,2025-09-26 14:26:48.533136+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,568,{},2025-09-26 14:26:48.533136+00:00,0
1568,True,2025-09-26 14:26:48.548779+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,569,{},2025-09-26 14:26:48.548779+00:00,0
1569,True,2025-09-26 14:26:48.548779+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,570,{},2025-09-26 14:26:48.548779+00:00,0
1570,True,2025-09-26 14:26:48.564385+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,571,{},2025-09-26 14:26:48.564385+00:00,0
1571,True,2025-09-26 14:26:48.580433+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,572,{},2025-09-26 14:26:48.580433+00:00,0
1572,True,2025-09-26 14:26:48.580433+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,573,{},2025-09-26 14:26:48.580433+00:00,0
1573,True,2025-09-26 14:26:48.596020+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,574,{},2025-09-26 14:26:48.596020+00:00,0
1574,True,2025-09-26 14:26:48.596020+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,575,{},2025-09-26 14:26:48.596020+00:00,0
1575,True,2025-09-26 14:26:48.611662+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,576,{},2025-09-26 14:26:48.611662+00:00,0
1576,True,2025-09-26 14:26:48.611662+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,577,{},2025-09-26 14:26:48.611662+00:00,0
1577,True,2025-09-26 14:26:48.627286+00:00,53ec2ca3-d93d-4cf5-8420-50358f99dacc,578,{},2025-09-26 14:26:48.627286+00:00,0
