id,coincide,created_at,busqueda_id,propiedad_id,metadata,last_seen_at,seen_count
12,True,2025-09-03 12:53:13.077355+00:00,68eb8274-9db2-46da-81e7-40167b4be93a,31,"{""fuente"": ""seed""}",,0
13,True,2025-09-03 12:53:13.077355+00:00,68eb8274-9db2-46da-81e7-40167b4be93a,32,"{""fuente"": ""seed""}",,0
14,True,2025-09-03 12:53:13.077355+00:00,68eb8274-9db2-46da-81e7-40167b4be93a,33,"{""fuente"": ""seed""}",,0
15,True,2025-09-03 12:53:13.077355+00:00,68eb8274-9db2-46da-81e7-40167b4be93a,34,"{""fuente"": ""seed""}",,0
16,True,2025-09-03 12:53:13.077355+00:00,68eb8274-9db2-46da-81e7-40167b4be93a,35,"{""fuente"": ""seed""}",,0
17,True,2025-09-03 12:54:49.426880+00:00,c9eb2f34-fada-4963-9099-1f224c4d8236,29,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-735850958-apartamentos-en-venta-met-tech-constituyente-y-magallanes-diciembre-2025-_JM"", ""precio"": ""134120 US$"", ""titulo"": ""Apartamentos En Venta Met Tech, Constituyente Y Magallanes, Diciembre 2025""}",2025-09-03 12:54:49.415728+00:00,1
18,True,2025-09-03 13:00:02.726149+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,77,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-650943081-villacasa-de-3-pisos-con-3-dormitorios-en-carrasco-boating-en-construccion-id-6084-_JM"", ""precio"": ""818100 US$"", ""titulo"": ""Villa/casa De 3 Pisos Con 3 Dormitorios En Carrasco Boating En Construcción Id 6084""}",2025-09-03 13:00:02.710326+00:00,1
19,True,2025-09-03 13:00:02.740755+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,76,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-702758034-bilu-riviera-venta-apartamento-3-dormitorios-carrasco-con-cochera-_JM"", ""precio"": ""750000 US$"", ""titulo"": ""Bilu Riviera Venta Apartamento 3 Dormitorios Carrasco Con Cochera""}",2025-09-03 13:00:02.732727+00:00,1
20,True,2025-09-03 13:00:02.755816+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,75,"{""url"": ""https://casa.mercadolibre.com.uy/MLU-753663612-venta-de-casa-a-estrenar-en-housing-con-seguridad-en-jardines-de-carrasco-_JM"", ""precio"": ""530000 US$"", ""titulo"": ""Venta De Casa A Estrenar En Housing Con Seguridad En Jardines De Carrasco""}",2025-09-03 13:00:02.743978+00:00,1
21,True,2025-09-03 13:00:02.758914+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,74,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-706081760-lujoso-edificio-en-carrasco-sobre-la-rambla-3-dormitorios-y-5-banos-_JM"", ""precio"": ""1835000 US$"", ""titulo"": ""Lujoso Edificio En Carrasco Sobre La Rambla 3 Dormitorios Y 5 Baños""}",2025-09-03 13:00:02.758914+00:00,1
22,True,2025-09-03 13:00:02.780370+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,73,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-709351862-carrasco-estrenar-apto-3-dorm-5-banos-2-gges-super-exclusivo-frente-a-playa-honda-gran-vista-_JM"", ""precio"": ""1835000 US$"", ""titulo"": ""Carrasco Estrenar Apto 3 Dorm. 5 Baños 2 Gges - Super Exclusivo Frente A Playa Honda - Gran Vista""}",2025-09-03 13:00:02.773856+00:00,1
23,True,2025-09-03 13:00:02.789367+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,72,"{""url"": ""https://casa.mercadolibre.com.uy/MLU-748312548-casa-venta-carrasco-5-dormitorios-con-piscina-climatizada-y-barbacoa-_JM"", ""precio"": ""770000 US$"", ""titulo"": ""Casa Venta Carrasco 5 Dormitorios Con Piscina Climatizada Y Barbacoa""}",2025-09-03 13:00:02.788384+00:00,1
24,True,2025-09-03 13:00:02.796465+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,71,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-727186118-duplex-de-2-dormitorios-en-carrasco-boating-en-construccion-id-6084-_JM"", ""precio"": ""510300 US$"", ""titulo"": ""Dúplex De 2 Dormitorios En Carrasco Boating En Construcción Id 6084""}",2025-09-03 13:00:02.796465+00:00,1
25,True,2025-09-03 13:00:02.820352+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,70,"{""url"": ""https://casa.mercadolibre.com.uy/MLU-652916113-venta-casa-3-dormitorios-en-carrasco-barrio-parques-xigna-_JM"", ""precio"": ""975000 US$"", ""titulo"": ""Venta Casa 3 Dormitorios En Carrasco Barrio Parques - Xigna""}",2025-09-03 13:00:02.805835+00:00,1
26,True,2025-09-03 13:00:02.831868+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,69,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-845020608-semipisos-en-el-corazon-de-carrasco-3-dormitorios-garaje-doble-entrega-en-abril25-_JM"", ""precio"": ""869544 US$"", ""titulo"": ""Semipisos En El Corazón De Carrasco, 3 Dormitorios, Garaje Doble, Entrega En Abril/25""}",2025-09-03 13:00:02.831868+00:00,1
27,True,2025-09-03 13:00:02.842206+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,68,"{""url"": ""https://casa.mercadolibre.com.uy/MLU-728140936-venta-de-casa-en-barrio-parques-9750-3-dormitorios-ref-cbr-1241-_JM"", ""precio"": ""950000 US$"", ""titulo"": ""Venta De Casa En Barrio Parques 9750 3 Dormitorios  (ref: Cbr-1241)""}",2025-09-03 13:00:02.842206+00:00,1
28,True,2025-09-03 13:00:02.856039+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,67,"{""url"": ""https://casa.mercadolibre.com.uy/MLU-757603860-alquiler-casa-a-estrenar-barrio-parques-_JM"", ""precio"": ""1100000 US$"", ""titulo"": ""Alquiler Casa A Estrenar Barrio Parques""}",2025-09-03 13:00:02.856039+00:00,1
29,True,2025-09-03 13:00:02.873126+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,66,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-751584168-apartamento-a-estrenar-de-3-dormitorios-en-carrasco-boating-torre-1-id-6084-_JM"", ""precio"": ""510300 US$"", ""titulo"": ""Apartamento A Estrenar De 3 Dormitorios En Carrasco Boating Torre 1 Id 6084""}",2025-09-03 13:00:02.863605+00:00,1
30,True,2025-09-03 13:00:02.879968+00:00,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,65,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-734961070-apartamento-en-rambla-de-carrasco-_JM"", ""precio"": ""1180000 US$"", ""titulo"": ""Apartamento En Rambla De Carrasco""}",2025-09-03 13:00:02.879968+00:00,1
