id,busqueda_id,palabra_clave_id
101,d9b95852-15ca-4bbd-a14b-54ea1610b911,103
102,f5b12143-fc70-46fe-891f-45f602389555,104
103,f5b12143-fc70-46fe-891f-45f602389555,105
104,f5b12143-fc70-46fe-891f-45f602389555,106
105,c04bebb7-fcca-4517-9037-96c81a1e9d16,103
106,5f98a215-65a6-4468-8fe5-62cdd77eae04,103
107,7b037649-5669-4326-a7a8-b12c7ad09fe6,103
108,a567e381-db91-47e5-a476-b513c185ae91,105
109,a567e381-db91-47e5-a476-b513c185ae91,104
