id,coincide,created_at,busqueda_id,propiedad_id,metadata,last_seen_at,seen_count
1241,False,2025-09-16 11:03:36.829195+00:00,f5b12143-fc70-46fe-891f-45f602389555,354,{},2025-09-16 11:03:36.829195+00:00,0
1235,False,2025-09-16 11:03:28.298020+00:00,f5b12143-fc70-46fe-891f-45f602389555,348,{},2025-09-16 11:03:39.591446+00:00,1
1236,False,2025-09-16 11:03:29.709246+00:00,f5b12143-fc70-46fe-891f-45f602389555,349,{},2025-09-16 11:03:39.607068+00:00,1
1237,True,2025-09-16 11:03:31.143544+00:00,f5b12143-fc70-46fe-891f-45f602389555,350,{},2025-09-16 11:03:39.622695+00:00,1
1238,True,2025-09-16 11:03:32.494269+00:00,f5b12143-fc70-46fe-891f-45f602389555,351,{},2025-09-16 11:03:39.638319+00:00,1
1239,False,2025-09-16 11:03:33.991643+00:00,f5b12143-fc70-46fe-891f-45f602389555,352,{},2025-09-16 11:03:39.638319+00:00,1
1240,True,2025-09-16 11:03:35.362296+00:00,f5b12143-fc70-46fe-891f-45f602389555,353,{},2025-09-16 11:03:39.653947+00:00,1
1242,True,2025-09-16 11:04:28.770371+00:00,c04bebb7-fcca-4517-9037-96c81a1e9d16,347,{},2025-09-16 11:04:28.758874+00:00,0
1243,True,2025-09-16 11:04:28.823709+00:00,c04bebb7-fcca-4517-9037-96c81a1e9d16,346,{},2025-09-16 11:04:28.823709+00:00,0
1244,False,2025-09-16 11:04:28.880929+00:00,c04bebb7-fcca-4517-9037-96c81a1e9d16,345,{},2025-09-16 11:04:28.875925+00:00,0
1245,True,2025-09-16 11:04:31.504308+00:00,c04bebb7-fcca-4517-9037-96c81a1e9d16,350,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-773255710-venta-o-alquiler-de-apartamento-3-dormitorios-en-barrio-parques-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Venta O Alquiler De Apartamento 3 Dormitorios En Barrio Parques"", ""coincide"": true}",2025-09-16 11:04:31.504308+00:00,1
1246,True,2025-09-16 11:04:31.534731+00:00,c04bebb7-fcca-4517-9037-96c81a1e9d16,351,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-727147082-duplex-de-3-dormitorios-en-carrasco-boating-en-construccion-id-6084-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Dúplex De 3 Dormitorios En Carrasco Boating En Construcción Id 6084"", ""coincide"": true}",2025-09-16 11:04:31.531546+00:00,1
1247,True,2025-09-16 11:04:31.541888+00:00,c04bebb7-fcca-4517-9037-96c81a1e9d16,353,"{""url"": ""https://apartamento.mercadolibre.com.uy/MLU-740318450-venta-de-apartamento-en-barrio-privado-de-2-dormitorios-_JM"", ""precio"": ""Precio no disponible"", ""titulo"": ""Venta De Apartamento En Barrio Privado De 2 Dormitorios"", ""coincide"": true}",2025-09-16 11:04:31.541888+00:00,1
1250,False,2025-09-16 11:05:12.123681+00:00,5f98a215-65a6-4468-8fe5-62cdd77eae04,345,{},2025-09-16 11:05:12.123681+00:00,0
1248,True,2025-09-16 11:05:12.061631+00:00,5f98a215-65a6-4468-8fe5-62cdd77eae04,347,{},2025-09-16 11:05:14.871633+00:00,1
1249,True,2025-09-16 11:05:12.092483+00:00,5f98a215-65a6-4468-8fe5-62cdd77eae04,346,{},2025-09-16 11:05:14.890601+00:00,1
1253,False,2025-09-16 11:05:44.190959+00:00,7b037649-5669-4326-a7a8-b12c7ad09fe6,345,{},2025-09-16 11:05:44.190959+00:00,0
1251,True,2025-09-16 11:05:44.124003+00:00,7b037649-5669-4326-a7a8-b12c7ad09fe6,347,{},2025-09-16 11:05:46.855385+00:00,1
1252,True,2025-09-16 11:05:44.170759+00:00,7b037649-5669-4326-a7a8-b12c7ad09fe6,346,{},2025-09-16 11:05:46.855385+00:00,1
1254,True,2025-09-16 16:04:34.143963+00:00,a567e381-db91-47e5-a476-b513c185ae91,351,{},2025-09-16 16:04:34.110472+00:00,0
1255,True,2025-09-16 16:04:34.192101+00:00,a567e381-db91-47e5-a476-b513c185ae91,350,{},2025-09-16 16:04:34.188100+00:00,0
1232,False,2025-09-16 10:38:35.255838+00:00,d9b95852-15ca-4bbd-a14b-54ea1610b911,345,{},2025-09-16 10:38:40.637205+00:00,1
1233,True,2025-09-16 10:38:36.550030+00:00,d9b95852-15ca-4bbd-a14b-54ea1610b911,346,{},2025-09-16 10:38:40.652824+00:00,1
1234,True,2025-09-16 10:38:38.046593+00:00,d9b95852-15ca-4bbd-a14b-54ea1610b911,347,{},2025-09-16 10:38:40.668456+00:00,1
1295,False,2025-09-16 16:05:39.902332+00:00,a567e381-db91-47e5-a476-b513c185ae91,394,{},2025-09-16 16:05:39.869177+00:00,0
1296,False,2025-09-16 16:05:41.715469+00:00,a567e381-db91-47e5-a476-b513c185ae91,395,{},2025-09-16 16:05:41.715469+00:00,0
1297,True,2025-09-16 16:05:44.146390+00:00,a567e381-db91-47e5-a476-b513c185ae91,396,{},2025-09-16 16:05:44.140165+00:00,0
1298,False,2025-09-16 16:05:45.857636+00:00,a567e381-db91-47e5-a476-b513c185ae91,397,{},2025-09-16 16:05:45.852633+00:00,0
1299,False,2025-09-16 16:05:47.184181+00:00,a567e381-db91-47e5-a476-b513c185ae91,398,{},2025-09-16 16:05:47.184181+00:00,0
1300,True,2025-09-16 16:05:48.900215+00:00,a567e381-db91-47e5-a476-b513c185ae91,399,{},2025-09-16 16:05:48.883209+00:00,0
1301,True,2025-09-16 16:05:50.400039+00:00,a567e381-db91-47e5-a476-b513c185ae91,400,{},2025-09-16 16:05:50.400039+00:00,0
1256,False,2025-09-16 16:04:38.063147+00:00,a567e381-db91-47e5-a476-b513c185ae91,355,{},2025-09-16 16:05:53.267253+00:00,1
1257,True,2025-09-16 16:04:39.450329+00:00,a567e381-db91-47e5-a476-b513c185ae91,356,{},2025-09-16 16:05:53.284512+00:00,1
1258,False,2025-09-16 16:04:40.834088+00:00,a567e381-db91-47e5-a476-b513c185ae91,357,{},2025-09-16 16:05:53.301167+00:00,1
1259,True,2025-09-16 16:04:42.310357+00:00,a567e381-db91-47e5-a476-b513c185ae91,358,{},2025-09-16 16:05:53.317414+00:00,1
1260,False,2025-09-16 16:04:43.685343+00:00,a567e381-db91-47e5-a476-b513c185ae91,359,{},2025-09-16 16:05:53.331970+00:00,1
1261,True,2025-09-16 16:04:45.108859+00:00,a567e381-db91-47e5-a476-b513c185ae91,360,{},2025-09-16 16:05:53.334895+00:00,1
1262,True,2025-09-16 16:04:46.592611+00:00,a567e381-db91-47e5-a476-b513c185ae91,361,{},2025-09-16 16:05:53.350828+00:00,1
1263,False,2025-09-16 16:04:48.262087+00:00,a567e381-db91-47e5-a476-b513c185ae91,362,{},2025-09-16 16:05:53.367654+00:00,1
1264,False,2025-09-16 16:04:49.756749+00:00,a567e381-db91-47e5-a476-b513c185ae91,363,{},2025-09-16 16:05:53.384308+00:00,1
