id,busqueda_id,palabra_clave_id
35,c9eb2f34-fada-4963-9099-1f224c4d8236,16
36,abf990dd-a59b-441c-b7ba-a9bafd094e3d,17
37,9fa7f803-ab2d-433d-91f7-0bb7e1d097d0,17
38,1d05f7ce-9328-4b0e-8ba4-796fca2103ed,17
39,524cce51-7495-4355-9071-9ea101b069d7,18
